recordId,drugName,condition,date,usefulCount,sideEffects,rating
58458,Fluticasone / salmeterol,"Asthma, Maintenance","April 30, 2016",9,Moderate Side Effects,1
22842,Mestinon,Myasthenia Gravis,"January 25, 2016",28,Mild Side Effects,4
170303,Quetiapine,Bipolar Disorde,"July 18, 2016",53,Mild Side Effects,5
193024,Dextroamphetamine,ADHD,"October 25, 2013",80,Extremely Severe Side Effects,5
205797,Pristiq,Anxiety,"March 6, 2011",18,Moderate Side Effects,5
53641,Alesse,Abnormal Uterine Bleeding,"January 22, 2014",8,Severe Side Effects,5
216050,Copper,Birth Control,"December 21, 2015",2,No Side Effects,5
173008,Clonazepam,Anxiety,"July 11, 2012",15,Mild Side Effects,5
189859,Jardiance,"Diabetes, Type 2","February 5, 2017",19,Extremely Severe Side Effects,5
35393,Levofloxacin,Sinusitis,"April 17, 2010",33,Severe Side Effects,4
191811,Lisdexamfetamine,ADHD,"July 30, 2009",22,Extremely Severe Side Effects,5
72295,Tramadol,Back Pain,"December 21, 2012",18,Extremely Severe Side Effects,5
154597,Metronidazole,Dental Abscess,"November 16, 2017",0,Moderate Side Effects,3
194465,Atorvastatin,High Cholesterol,"August 4, 2017",8,No Side Effects,5
92434,Ondansetron,Nausea/Vomiting,"November 25, 2015",23,Moderate Side Effects,5
37253,Vyvanse,ADHD,"June 16, 2016",27,Mild Side Effects,4
136993,Isotretinoin,Acne,"August 29, 2016",35,Mild Side Effects,5
65884,Propranolol,mance Anxiety,"September 12, 2015",44,Severe Side Effects,5
138029,Ortho Evra,Birth Control,"March 26, 2015",6,Mild Side Effects,4
193900,Dilaudid,Chronic Pain,"April 23, 2017",16,Severe Side Effects,4
208192,Galantamine,Alzheimer's Disease,"November 6, 2015",15,No Side Effects,5
130599,Levonorgestrel,Birth Control,"August 16, 2012",7,No Side Effects,1
228054,Etonogestrel,Birth Control,"August 13, 2010",5,Mild Side Effects,1
6,Medroxyprogesterone,Birth Control,"October 24, 2015",3,Moderate Side Effects,1
775,Silodosin,Benign Prostatic Hyperplasia,"July 20, 2015",17,Severe Side Effects,5
5084,Orsythia,Birth Control,"December 27, 2015",6,No Side Effects,5
183249,Cymbalta,Depression,"February 1, 2013",55,Moderate Side Effects,4
57572,Acetaminophen / hydrocodone,Back Pain,"April 28, 2017",16,Mild Side Effects,3
217887,Strattera,ADHD,"February 14, 2011",18,Severe Side Effects,2
171748,Loratadine,Urticaria,"January 25, 2012",24,Mild Side Effects,4
13871,Bydureon,"Diabetes, Type 2","December 9, 2015",7,No Side Effects,1
165732,Levonorgestrel,Emergency Contraception,"April 7, 2017",5,Moderate Side Effects,5
186616,Desvenlafaxine,Anxiety,"November 10, 2009",43,No Side Effects,5
79533,Plan B One-Step,Emergency Contraception,"November 11, 2013",73,Mild Side Effects,2
12513,Ortho Micronor,Birth Control,"May 15, 2013",37,Mild Side Effects,4
180600,Fluticasone / vilanterol,COPD,"January 16, 2016",36,Mild Side Effects,4
130506,Levonorgestrel,Birth Control,"September 14, 2012",4,Mild Side Effects,5
157102,Differin,Acne,"March 29, 2017",16,Severe Side Effects,5
85784,Ethinyl estradiol / norgestimate,Birth Control,"October 3, 2013",21,Moderate Side Effects,4
167719,Eletriptan,Migraine,"July 1, 2011",10,Mild Side Effects,5
162912,Cefdinir,Otitis Media,"July 3, 2011",13,Severe Side Effects,5
96868,Diphenhydramine / naproxen,Insomnia,"August 22, 2016",7,Mild Side Effects,1
121311,Venlafaxine,Panic Disorde,"May 24, 2016",34,Moderate Side Effects,5
30546,Miconazole,Vaginal Yeast Infection,"November 27, 2017",1,Moderate Side Effects,2
210355,Linzess,"Constipation, Chronic","March 5, 2015",82,Mild Side Effects,5
31329,Miconazole,Vaginal Yeast Infection,"July 15, 2016",19,Extremely Severe Side Effects,1
171527,Wellbutrin,Depression,"January 17, 2015",389,Extremely Severe Side Effects,5
123872,Skyla,Birth Control,"November 5, 2016",1,Severe Side Effects,4
97803,Nexplanon,Birth Control,"November 4, 2015",0,Moderate Side Effects,1
224088,Alfuzosin,Benign Prostatic Hyperplasia,"July 13, 2015",14,Mild Side Effects,5
78436,Allegra,Allergic Rhinitis,"August 10, 2016",4,Moderate Side Effects,1
134972,Dapsone,Acne,"July 16, 2015",19,Mild Side Effects,5
223850,Depakote ER,Bipolar Disorde,"October 24, 2011",34,No Side Effects,3
142001,Escitalopram,Anxiety,"June 4, 2009",80,Mild Side Effects,5
172494,Clonazepam,Anxiety,"April 18, 2016",52,No Side Effects,5
185983,Desvenlafaxine,Depression,"January 5, 2017",1,No Side Effects,1
203106,Gildess Fe 1 / 20,Birth Control,"March 23, 2014",12,No Side Effects,5
89607,Celexa,Anxiety and Stress,"November 22, 2011",23,No Side Effects,4
106985,Implanon,Birth Control,"October 20, 2013",6,No Side Effects,1
5652,Oxytrol,Overactive Bladde,"February 6, 2014",69,No Side Effects,5
19357,Pregabalin,Neuropathic Pain,"October 29, 2015",32,Mild Side Effects,5
108382,Bupropion / naltrexone,Obesity,"May 7, 2015",9,No Side Effects,1
166904,Levonorgestrel,Emergency Contraception,"July 11, 2016",6,Mild Side Effects,4
117650,Nortriptyline,Migraine Prevention,"February 19, 2014",101,Moderate Side Effects,3
178528,Victoza,Weight Loss,"September 2, 2017",20,Mild Side Effects,5
74925,Keppra,Seizures,"February 2, 2009",36,No Side Effects,5
147608,Aviane,Birth Control,"October 23, 2009",1,Mild Side Effects,2
156453,Ropinirole,Parkinson's Disease,"January 31, 2009",29,No Side Effects,1
175898,Levaquin,Otitis Media,"August 28, 2009",7,Severe Side Effects,3
186363,Desvenlafaxine,Anxiety,"December 14, 2011",7,Moderate Side Effects,1
220299,Amitriptyline,Insomnia,"September 1, 2014",145,No Side Effects,5
154843,Metronidazole,Bacterial Infection,"April 12, 2017",13,No Side Effects,5
160959,Risperidone,Paranoid Disorde,"July 31, 2016",22,Severe Side Effects,5
114416,Simponi Aria,Rheumatoid Arthritis,"May 17, 2015",8,Moderate Side Effects,4
202818,Loperamide,Diarrhea,"October 5, 2014",7,Severe Side Effects,5
27421,Requip,Restless Legs Syndrome,"February 15, 2015",30,Mild Side Effects,4
133093,Tri-Sprintec,Birth Control,"May 8, 2015",14,Severe Side Effects,3
124354,Skyla,Birth Control,"January 2, 2016",6,Extremely Severe Side Effects,5
56734,Elavil,Pain,"February 29, 2012",226,No Side Effects,5
181601,Prozac,Premenstrual Dysphoric Disorde,"March 2, 2013",102,No Side Effects,5
25917,Lamisil,"Onychomycosis, Toenail","April 9, 2016",60,Mild Side Effects,5
107819,Implanon,Birth Control,"May 1, 2009",4,Mild Side Effects,3
201254,Zoloft,Depression,"July 7, 2016",9,Mild Side Effects,2
215105,Fexofenadine,Urticaria,"February 27, 2012",64,Mild Side Effects,5
4479,Belviq,Weight Loss,"December 5, 2016",13,Severe Side Effects,2
147332,Alprazolam,Panic Disorde,"December 14, 2011",1,Mild Side Effects,5
40079,Contrave,Obesity,"May 12, 2015",27,No Side Effects,5
60065,NuvaRing,Birth Control,"January 13, 2014",7,Moderate Side Effects,5
182773,Cymbalta,Major Depressive Disorde,"November 7, 2016",12,Mild Side Effects,4
207797,Suprep Bowel Prep Kit,Bowel Preparation,"September 20, 2015",8,Mild Side Effects,5
217452,Clarithromycin,Sinusitis,"September 4, 2015",47,Moderate Side Effects,1
139425,Armodafinil,Depression,"December 11, 2011",29,Moderate Side Effects,4
69919,Pyridostigmine,Not Listed / Othe,"December 18, 2010",4,Severe Side Effects,3
164850,Librax,Irritable Bowel Syndrome,"April 9, 2011",62,Moderate Side Effects,5
184022,Hydroxyzine,Anxiety,"May 28, 2017",22,Mild Side Effects,5
147252,Alprazolam,Anxiety,"December 8, 2012",43,No Side Effects,5
196115,Nicotrol Inhaler,Smoking Cessation,"June 3, 2009",55,Mild Side Effects,5
146018,Suboxone,Opiate Dependence,"March 9, 2015",30,Mild Side Effects,5
175076,Xylometazoline,Nasal Congestion,"December 26, 2012",43,Mild Side Effects,5
166873,Levonorgestrel,Emergency Contraception,"July 17, 2016",10,Extremely Severe Side Effects,5
164844,Librax,Irritable Bowel Syndrome,"August 21, 2012",65,Mild Side Effects,5
77651,Cephalexin,Upper Respiratory Tract Infection,"March 29, 2015",15,No Side Effects,2
144311,Etonogestrel,Birth Control,"May 17, 2016",9,Mild Side Effects,1
223873,Fluoroplex,Keratosis,"May 10, 2015",31,Mild Side Effects,5
118772,Zoloft,Social Anxiety Disorde,"April 12, 2012",28,Mild Side Effects,1
172102,Amitiza,"Constipation, Chronic","November 25, 2012",39,No Side Effects,5
27215,Imitrex,Migraine,"August 6, 2017",5,Mild Side Effects,4
194497,Atorvastatin,High Cholesterol,"October 30, 2016",32,Mild Side Effects,5
184297,Hydroxyzine,Anxiety,"September 2, 2015",56,Mild Side Effects,5
1584,Eluxadoline,Irritable Bowel Syndrome,"September 7, 2016",15,Mild Side Effects,1
51231,Azithromycin,Chlamydia Infection,"November 15, 2015",13,No Side Effects,1
82555,Hysingla ER,Pain,"December 4, 2017",0,Mild Side Effects,1
87299,Latuda,Bipolar Disorde,"September 5, 2011",55,Mild Side Effects,3
49956,Gabapentin,Insomnia,"January 29, 2016",47,No Side Effects,4
65660,Propranolol,Migraine Prevention,"December 27, 2016",19,Mild Side Effects,5
45033,Fluoxetine,Anxiety and Stress,"January 31, 2017",8,No Side Effects,1
31637,Miconazole,Vaginal Yeast Infection,"December 30, 2015",4,Severe Side Effects,5
163616,Mirtazapine,Depression,"July 25, 2013",20,Severe Side Effects,5
39699,Contrave,Obesity,"April 20, 2016",25,Mild Side Effects,5
144395,Etonogestrel,Birth Control,"April 17, 2016",10,No Side Effects,5
201143,Zoloft,Post Traumatic Stress Disorde,"November 28, 2016",9,Extremely Severe Side Effects,3
228395,Butrans,Pain,"July 6, 2013",156,Mild Side Effects,5
46034,Phendimetrazine,Obesity,"March 30, 2009",26,Severe Side Effects,5
20960,Acyclovir,Mononucleosis,"May 29, 2012",16,No Side Effects,5
58128,Acetaminophen / hydrocodone,Pain,"April 8, 2009",21,Mild Side Effects,5
57122,MiraLax,Constipation,"December 18, 2012",194,No Side Effects,5
73013,Ethinyl estradiol / norethindrone,Birth Control,"April 17, 2015",16,Moderate Side Effects,5
230814,Micardis,High Blood Pressure,"July 24, 2009",89,Mild Side Effects,2
84804,Ethinyl estradiol / norgestimate,Birth Control,"April 23, 2016",15,No Side Effects,1
145436,Zithromax,Sinusitis,"August 27, 2009",41,No Side Effects,3
218360,Amoxicillin / clavulanate,Bronchitis,"March 21, 2014",11,Mild Side Effects,5
85248,Ethinyl estradiol / norgestimate,Birth Control,"September 28, 2015",4,No Side Effects,5
9748,Lo Loestrin Fe,Birth Control,"August 15, 2015",9,Moderate Side Effects,1
120468,Montelukast,"Asthma, Maintenance","March 24, 2009",34,No Side Effects,5
76320,Roflumilast,"COPD, Maintenance","July 20, 2012",48,Mild Side Effects,1
57032,Ranitidine,Gastric Ulcer Maintenance Treatment,"May 13, 2008",68,No Side Effects,5
124906,Tri-Previfem,Birth Control,"March 17, 2015",6,Mild Side Effects,5
103910,Ethinyl estradiol / levonorgestrel,Birth Control,"September 10, 2014",22,Mild Side Effects,1
226790,Etonogestrel,Birth Control,"March 9, 2015",3,No Side Effects,3
148805,Mirena,Abnormal Uterine Bleeding,"April 13, 2016",13,Moderate Side Effects,5
40459,Savella,ibromyalgia,"September 20, 2009",54,Moderate Side Effects,4
222186,Zytiga,Prostate Cance,"December 23, 2016",7,Mild Side Effects,5
111335,Ledipasvir / sofosbuvir,Hepatitis C,"May 5, 2016",14,Mild Side Effects,1
187096,Safyral,Birth Control,"June 28, 2015",3,Mild Side Effects,5
230185,Daklinza,Hepatitis C,"October 18, 2015",12,Moderate Side Effects,5
161464,Ortho Tri-Cyclen,Birth Control,"October 17, 2008",12,Mild Side Effects,5
5056,Orsythia,Birth Control,"August 5, 2016",4,No Side Effects,5
56226,Humira,Psoriasis,"December 3, 2016",29,Mild Side Effects,5
38681,Liletta,Birth Control,"July 26, 2016",4,No Side Effects,3
2701,Diltiazem,Supraventricular Tachycardia,"April 24, 2013",29,No Side Effects,5
119582,Testosterone,"Hypogonadism, Male","April 14, 2011",50,No Side Effects,4
132706,Zovirax,Herpes Simplex,"July 25, 2008",36,Severe Side Effects,5
1482,Daliresp,COPD,"April 2, 2013",66,Mild Side Effects,5
163927,Toradol IV / IM,Pain,"February 21, 2016",3,Severe Side Effects,5
166376,Levonorgestrel,Birth Control,"November 23, 2016",3,Mild Side Effects,1
62223,Citalopram,Depression,"October 29, 2013",53,Severe Side Effects,5
224027,Alfuzosin,Benign Prostatic Hyperplasia,"January 29, 2010",50,No Side Effects,4
164014,Fluorouracil,Basal Cell Carcinoma,"October 20, 2016",21,No Side Effects,3
21144,Paliperidone,Schizophrenia,"November 25, 2012",39,Extremely Severe Side Effects,4
221212,Drysol,Hyperhidrosis,"May 15, 2013",7,No Side Effects,5
67325,Omeprazole,GERD,"January 13, 2010",12,No Side Effects,5
6199,Minastrin 24 Fe,Birth Control,"February 24, 2015",18,Moderate Side Effects,5
3708,Casodex,Prostate Cance,"July 24, 2014",42,No Side Effects,5
16257,Ethinyl estradiol / norethindrone,Birth Control,"March 20, 2016",4,Mild Side Effects,2
130029,Levonorgestrel,Emergency Contraception,"January 10, 2015",44,Mild Side Effects,5
30449,Klonopin,Bipolar Disorde,"February 6, 2009",43,Mild Side Effects,5
56269,Humira,Psoriatic Arthritis,"September 21, 2016",36,No Side Effects,5
27135,Sklice,Head Lice,"November 3, 2017",0,Moderate Side Effects,5
104004,Ethinyl estradiol / levonorgestrel,Birth Control,"May 11, 2014",30,Severe Side Effects,2
87344,Tri-Linyah,Birth Control,"March 7, 2017",4,No Side Effects,1
158699,Methylphenidate,ADHD,"December 13, 2011",14,Moderate Side Effects,4
129692,Levonorgestrel,Birth Control,"June 2, 2015",6,Extremely Severe Side Effects,4
209620,Donepezil,Alzheimer's Disease,"July 23, 2017",2,No Side Effects,2
170037,Dihydroergotamine,Migraine,"April 5, 2008",30,Severe Side Effects,4
230242,Meloxicam,Osteoarthritis,"May 26, 2017",19,Mild Side Effects,5
92283,Lyrica,Pain,"September 12, 2009",51,Mild Side Effects,5
87452,Naproxen,Sciatica,"June 17, 2016",10,No Side Effects,4
131858,Effexor XR,Depression,"January 27, 2014",62,Mild Side Effects,4
147409,Alprazolam,Anxiety,"July 22, 2011",0,No Side Effects,5
210634,Mirtazapine,Insomnia,"May 18, 2017",3,Mild Side Effects,4
192068,Drospirenone / ethinyl estradiol,Acne,"November 5, 2016",8,Moderate Side Effects,5
174762,Dulera,"Asthma, Maintenance","September 30, 2011",45,Moderate Side Effects,4
60728,MoviPrep,Bowel Preparation,"October 26, 2016",21,No Side Effects,5
80538,Zovia,Birth Control,"January 7, 2017",4,No Side Effects,3
143567,Etonogestrel,Birth Control,"December 28, 2016",2,Moderate Side Effects,4
151373,Chantix,Smoking Cessation,"February 1, 2017",8,Severe Side Effects,5
138506,Phentermine,Weight Loss,"June 15, 2013",31,Moderate Side Effects,5
72725,Ethinyl estradiol / norethindrone,Birth Control,"August 27, 2015",4,Mild Side Effects,2
145699,Qsymia,Weight Loss,"August 4, 2015",32,No Side Effects,5
101878,Terbinafine,"Onychomycosis, Toenail","March 11, 2017",7,Mild Side Effects,5
60030,NuvaRing,Birth Control,"July 27, 2013",9,No Side Effects,3
207405,Suprep Bowel Prep Kit,Bowel Preparation,"November 16, 2016",11,No Side Effects,1
61350,Citalopram,Depression,"September 28, 2017",9,Mild Side Effects,1
29049,Topiramate,Migraine Prevention,"October 5, 2017",3,No Side Effects,5
120828,Antabuse,Alcohol Dependence,"August 7, 2008",84,No Side Effects,5
102170,Spiriva,"COPD, Maintenance","November 10, 2014",53,Moderate Side Effects,3
43363,Hydromorphone,Chronic Pain,"December 5, 2015",13,Moderate Side Effects,5
48112,Cariprazine,Bipolar Disorde,"January 28, 2017",24,No Side Effects,2
116699,Lamictal,Bipolar Disorde,"February 15, 2017",18,Mild Side Effects,1
57674,Acetaminophen / hydrocodone,Pain,"January 23, 2015",47,Mild Side Effects,5
154847,Metronidazole,Bacterial Vaginitis,"April 6, 2017",14,Severe Side Effects,1
99956,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,"March 1, 2016",17,Severe Side Effects,5
46273,Modafinil,Narcolepsy,"November 30, 2016",2,Mild Side Effects,3
53429,Demerol,Pain,"January 6, 2015",24,Mild Side Effects,5
73349,Ethinyl estradiol / norethindrone,Birth Control,"February 6, 2014",16,Mild Side Effects,1
107899,Ethinyl estradiol / norelgestromin,Birth Control,"June 10, 2017",8,No Side Effects,5
3524,Nitrofurantoin,Urinary Tract Infection,"May 24, 2015",6,Mild Side Effects,1
189229,Oxycodone,Chronic Pain,"April 21, 2016",12,Severe Side Effects,4
119417,Testosterone,"Hypogonadism, Male","September 19, 2013",34,Mild Side Effects,5
190439,Ortho Tri-Cyclen Lo,Birth Control,"January 4, 2011",3,No Side Effects,1
57740,Acetaminophen / hydrocodone,Back Pain,"May 21, 2013",22,No Side Effects,5
67312,Omeprazole,GERD,"August 9, 2011",23,Mild Side Effects,3
63786,Bromocriptine,Hyperprolactinemia,"June 6, 2013",43,No Side Effects,5
192871,Drospirenone / ethinyl estradiol,Menstrual Disorders,"January 7, 2010",2,Mild Side Effects,4
83622,Levocetirizine,Allergic Rhinitis,"February 19, 2009",24,Severe Side Effects,5
205901,Pristiq,ibromyalgia,"October 22, 2009",60,Extremely Severe Side Effects,5
19128,Pregabalin,Generalized Anxiety Disorde,"September 6, 2017",24,Moderate Side Effects,5
189766,Oxycodone,Pain,"May 25, 2008",10,Severe Side Effects,5
155425,Metronidazole,Bacterial Infection,"May 29, 2015",12,Extremely Severe Side Effects,5
95164,Guanfacine,ADHD,"April 21, 2016",27,Mild Side Effects,4
34847,Minocycline,Rosacea,"June 1, 2012",23,Severe Side Effects,4
49268,Ethinyl estradiol / levonorgestrel,Birth Control,"April 20, 2016",2,No Side Effects,1
187701,Codeine / guaifenesin,Cough,"November 23, 2012",30,No Side Effects,5
99652,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,"December 1, 2016",20,No Side Effects,5
178669,Victoza,"Diabetes, Type 2","January 7, 2017",13,Severe Side Effects,1
26470,Sprintec,Birth Control,"December 15, 2014",20,No Side Effects,5
66028,Propranolol,mance Anxiety,"December 5, 2013",77,Mild Side Effects,5
118564,Amoxicillin / clarithromycin / lansoprazole,Helicobacter Pylori Infection,"August 15, 2016",19,No Side Effects,4
69137,Fleet Phospho Soda,Constipation,"October 28, 2010",19,No Side Effects,5
78869,Pulmicort Turbuhaler,"Asthma, Maintenance","September 15, 2011",22,Mild Side Effects,1
212457,Prograf,"Organ Transplant, Rejection Prophylaxis","November 28, 2017",0,Moderate Side Effects,5
75946,Temazepam,Insomnia,"October 27, 2008",35,No Side Effects,5
153380,Doxycycline,Acne,"April 8, 2014",10,Mild Side Effects,5
104924,Ethinyl estradiol / levonorgestrel,Birth Control,"October 1, 2009",1,Moderate Side Effects,3
89747,Celexa,Depression,"September 5, 2009",73,Severe Side Effects,5
181490,Prozac,Depression,"June 25, 2015",138,No Side Effects,5
7421,Monistat 7-Day Combination Pack,Vaginal Yeast Infection,"August 12, 2015",7,Severe Side Effects,1
140477,Escitalopram,Anxiety,"May 11, 2017",7,No Side Effects,1
19308,Pregabalin,Pain,"May 4, 2016",22,Moderate Side Effects,5
12700,Etanercept,Rheumatoid Arthritis,"March 29, 2015",29,Moderate Side Effects,5
221591,Ziana,Acne,"September 10, 2015",11,Severe Side Effects,4
175652,Augmentin,Sinusitis,"January 25, 2010",16,No Side Effects,5
20115,Macrobid,Urinary Tract Infection,"June 16, 2016",14,Moderate Side Effects,2
217939,Strattera,ADHD,"November 18, 2009",12,Mild Side Effects,2
70063,Naprelan,Period Pain,"March 29, 2016",4,Mild Side Effects,5
177907,Duloxetine,ibromyalgia,"October 20, 2013",54,No Side Effects,5
44408,Ethinyl estradiol / norgestimate,Birth Control,"May 19, 2010",14,Mild Side Effects,1
192903,Drospirenone / ethinyl estradiol,Polycystic Ovary Syndrome,"November 6, 2009",19,Severe Side Effects,5
150032,Cinryze,Hereditary Angioedema,"March 3, 2011",4,Moderate Side Effects,2
15929,Ethinyl estradiol / norethindrone,Birth Control,"July 20, 2016",3,Mild Side Effects,3
196741,Paroxetine,Panic Disorde,"June 25, 2017",9,Moderate Side Effects,5
197298,Paroxetine,Panic Disorde,"December 28, 2012",73,Extremely Severe Side Effects,5
176829,Triazolam,Insomnia,"March 23, 2015",43,Moderate Side Effects,5
215262,Lubiprostone,"Constipation, Chronic","May 15, 2012",26,Mild Side Effects,4
137848,Enbrel,Psoriasis,"February 24, 2009",8,Mild Side Effects,5
309,Medroxyprogesterone,Birth Control,"January 14, 2015",34,Mild Side Effects,4
123269,Apri,Birth Control,"September 7, 2017",3,Mild Side Effects,2
18922,Chlordiazepoxide,Alcohol Withdrawal,"July 31, 2017",12,Mild Side Effects,5
137552,Isotretinoin,Acne,"December 25, 2008",26,Mild Side Effects,4
102369,Aripiprazole,Bipolar Disorde,"November 27, 2017",5,No Side Effects,5
178615,Victoza,Weight Loss,"April 19, 2017",43,No Side Effects,5
118001,Anafranil,Obsessive Compulsive Disorde,"October 4, 2017",8,Moderate Side Effects,5
119850,Losartan,High Blood Pressure,"August 9, 2017",8,No Side Effects,5
80220,Benzonatate,Cough,"April 22, 2015",19,Mild Side Effects,1
109103,Nexplanon,Birth Control,"April 19, 2017",3,Mild Side Effects,2
194832,Levetiracetam,Epilepsy,"April 10, 2016",6,Extremely Severe Side Effects,3
91417,Anastrozole,Breast Cance,"January 11, 2014",85,Extremely Severe Side Effects,2
176809,Triazolam,Insomnia,"October 5, 2017",0,Mild Side Effects,5
22365,Testim,"Hypogonadism, Male","January 13, 2009",31,Moderate Side Effects,4
209401,Nifedipine,High Blood Pressure,"February 8, 2012",18,Mild Side Effects,1
109477,Nexplanon,Birth Control,"November 12, 2016",11,Severe Side Effects,5
171450,Wellbutrin,Depression,"August 28, 2014",204,Mild Side Effects,5
130455,Levonorgestrel,Birth Control,"January 31, 2013",16,Severe Side Effects,5
24470,Polyethylene glycol 3350 with electrolytes,Bowel Preparation,"October 5, 2016",6,Moderate Side Effects,5
163867,Garlic,Bacterial Infection,"January 10, 2014",12,Moderate Side Effects,5
157184,Differin,Acne,"April 23, 2014",108,Severe Side Effects,5
161171,Risperidone,Bipolar Disorde,"October 22, 2013",16,Mild Side Effects,5
173358,Clonazepam,Anxiety,"October 11, 2008",13,Mild Side Effects,5
171073,Quetiapine,Bipolar Disorde,"May 19, 2008",168,Mild Side Effects,4
176569,Lorazepam,Panic Disorde,"December 27, 2011",55,Moderate Side Effects,5
7240,Aluminum chloride hexahydrate,Hyperhidrosis,"August 2, 2010",1,Mild Side Effects,5
69478,Buprenorphine,Chronic Pain,"October 3, 2015",15,Severe Side Effects,4
159998,Tamoxifen,"Breast Cancer, Prevention","September 14, 2014",70,Mild Side Effects,4
121122,Venlafaxine,Anxiety,"December 13, 2016",2,Mild Side Effects,5
211041,Carisoprodol,Muscle Spasm,"January 29, 2013",97,Mild Side Effects,5
220145,Amitriptyline,ibromyalgia,"October 13, 2015",11,No Side Effects,2
204891,Cyproheptadine,Migraine,"December 29, 2013",35,Moderate Side Effects,5
34201,Tramadol,Pain,"March 23, 2009",148,No Side Effects,4
199731,Varenicline,Smoking Cessation,"March 30, 2017",33,Mild Side Effects,5
23110,Apremilast,Plaque Psoriasis,"May 25, 2016",7,Mild Side Effects,1
116649,Lamictal,Bipolar Disorde,"August 19, 2017",26,Moderate Side Effects,5
91174,Botox,Cervical Dystonia,"October 22, 2015",25,Moderate Side Effects,5
53331,Ultram ER,ibromyalgia,"December 29, 2008",53,Severe Side Effects,4
103515,Synthroid,Hashimoto's disease,"April 11, 2015",14,No Side Effects,1
164095,Ibuprofen,Period Pain,"July 30, 2010",13,Mild Side Effects,5
41912,Clonidine,Opiate Withdrawal,"June 1, 2010",74,Mild Side Effects,4
175167,Relistor,"Constipation, Drug Induced","February 18, 2011",44,Mild Side Effects,5
172420,Clonazepam,Anxiety,"August 25, 2016",108,Mild Side Effects,5
52972,Rogaine,Alopecia,"May 3, 2017",21,Mild Side Effects,1
75678,L-methylfolate,Depression,"March 21, 2011",99,Mild Side Effects,5
79631,Insulin glargine,"Diabetes, Type 1","July 29, 2015",3,Moderate Side Effects,1
159833,Bactrim,Bacterial Skin Infection,"June 17, 2015",29,No Side Effects,5
31846,Miconazole,Vaginal Yeast Infection,"October 11, 2015",6,No Side Effects,1
197503,Paroxetine,Depression,"June 27, 2009",2,Severe Side Effects,5
107408,Implanon,Birth Control,"August 12, 2011",0,No Side Effects,4
51262,Azithromycin,Chlamydia Infection,"November 12, 2015",5,Severe Side Effects,3
135459,Tamiflu,Influenza,"February 17, 2016",5,No Side Effects,1
174301,Histrelin,Not Listed / Othe,"March 5, 2008",2,Extremely Severe Side Effects,2
4652,Belviq,Obesity,"July 23, 2015",14,No Side Effects,5
52562,Armour Thyroid,Underactive Thyroid,"October 14, 2013",95,No Side Effects,5
19393,Pregabalin,Neuropathic Pain,"May 27, 2015",33,Mild Side Effects,5
72283,Tramadol,Anxiety,"February 21, 2013",66,No Side Effects,5
136418,Mirvaso,Rosacea,"November 11, 2015",11,Extremely Severe Side Effects,1
134404,Prednisone,Inflammatory Conditions,"February 27, 2011",44,Mild Side Effects,5
5725,Claritin-D,Allergic Rhinitis,"August 17, 2017",3,Moderate Side Effects,1
139616,Etodolac,Pain,"August 29, 2014",39,Mild Side Effects,5
122407,Linaclotide,Irritable Bowel Syndrome,"November 18, 2017",1,Mild Side Effects,3
133185,Tri-Sprintec,Birth Control,"October 2, 2012",6,No Side Effects,1
112685,Lunesta,Insomnia,"January 19, 2010",17,Moderate Side Effects,5
134089,Prednisone,Asthma,"January 19, 2017",13,Moderate Side Effects,3
219796,Amitriptyline,Pain,"July 1, 2017",13,Mild Side Effects,5
12071,Metaxalone,ibromyalgia,"January 25, 2013",42,No Side Effects,5
186527,Desvenlafaxine,Depression,"March 15, 2010",34,No Side Effects,2
207817,Suprep Bowel Prep Kit,Bowel Preparation,"August 18, 2015",12,Mild Side Effects,5
92851,Vortioxetine,Depression,"June 6, 2017",29,Extremely Severe Side Effects,5
6178,Minastrin 24 Fe,Birth Control,"May 1, 2014",8,Moderate Side Effects,2
178474,Adzenys XR-ODT,ADHD,"June 1, 2016",16,No Side Effects,5
217196,Clarithromycin,Upper Respiratory Tract Infection,"November 18, 2017",0,No Side Effects,3
140672,Escitalopram,Depression,"September 26, 2016",17,Mild Side Effects,5
925,Pentosan polysulfate sodium,Interstitial Cystitis,"June 22, 2014",64,No Side Effects,5
116996,Lamictal,Seizure Prevention,"April 8, 2010",92,No Side Effects,5
44764,Ramipril,High Blood Pressure,"February 9, 2016",31,Severe Side Effects,3
192382,Drospirenone / ethinyl estradiol,Acne,"March 11, 2015",8,Mild Side Effects,3
141445,Escitalopram,Depression,"June 11, 2014",59,Severe Side Effects,4
172670,Clonazepam,Anxiety,"July 12, 2015",15,Mild Side Effects,3
99316,Tegaserod,Irritable Bowel Syndrome,"September 8, 2008",16,No Side Effects,5
133975,Ashlyna,Birth Control,"May 4, 2017",3,Moderate Side Effects,1
191865,Lisdexamfetamine,ADHD,"February 9, 2010",46,Mild Side Effects,2
214332,Tioconazole,Vaginal Yeast Infection,"December 21, 2015",7,Mild Side Effects,2
35309,Levofloxacin,Pneumonia,"October 12, 2011",65,Mild Side Effects,5
228931,Tadalafil,Erectile Dysfunction,"December 11, 2015",32,Mild Side Effects,5
84193,Ethinyl estradiol / norgestimate,Birth Control,"March 21, 2017",3,No Side Effects,1
